time,open,high,low,close,tick_volume,spread,real_volume
2024-07-01 00:00:00,2477.98,2481.51,2477.39,2481.25,170,10,0
2024-07-01 00:03:00,2481.3,2481.31,2477.02,2480.99,172,10,0
2024-07-01 00:06:00,2481.06,2484.46,2481.01,2484.44,175,10,0
2024-07-01 00:09:00,2484.56,2484.81,2483.8,2484.34,176,10,0
2024-07-01 00:12:00,2484.36,2485.52,2483.77,2485.35,169,10,0
2024-07-01 00:15:00,2485.41,2485.78,2484.94,2485.31,171,10,0
2024-07-01 00:18:00,2485.19,2488.24,2485.05,2488.2,168,10,0
2024-07-01 00:21:00,2488.29,2496.09,2487.7,2495.65,175,10,0
2024-07-01 00:24:00,2495.71,2498.18,2495.68,2496.21,172,10,0
2024-07-01 00:27:00,2496.2,2496.2,2494.9,2495.57,177,10,0
2024-07-01 00:30:00,2495.61,2498.37,2491.8,2492.76,171,10,0
2024-07-01 00:33:00,2492.8,2494.48,2492.24,2492.76,173,10,0
2024-07-01 00:36:00,2492.93,2493.63,2492.52,2493.02,173,10,0
2024-07-01 00:39:00,2493.07,2493.92,2491.93,2493.79,175,10,0
2024-07-01 00:42:00,2493.75,2496.38,2493.58,2496.3,172,10,0
2024-07-01 00:45:00,2496.18,2496.46,2495.19,2495.67,174,10,0
2024-07-01 00:48:00,2495.76,2497.53,2494.92,2496.19,172,10,0
2024-07-01 00:51:00,2496.25,2496.41,2494.93,2495.34,173,10,0
2024-07-01 00:54:00,2495.3,2496.38,2494.1,2494.3,166,10,0
2024-07-01 00:57:00,2494.38,2495.07,2493.39,2493.68,175,10,0
2024-07-01 01:00:00,2493.57,2495.93,2493.3,2493.53,169,10,0
2024-07-01 01:03:00,2493.65,2495.69,2493.47,2495.19,170,10,0
2024-07-01 01:06:00,2495.17,2496.94,2494.49,2496.94,167,10,0
2024-07-01 01:09:00,2496.93,2499.3,2495.69,2498.57,169,10,0
2024-07-01 01:12:00,2498.62,2501.0,2498.62,2500.71,172,10,0
2024-07-01 01:15:00,2500.71,2501.31,2499.44,2499.62,170,10,0
2024-07-01 01:18:00,2499.54,2503.44,2499.38,2502.47,172,10,0
