time,Open,High,Low,Close,Volume,spread,Volume
2026-01-01 22:10:00,1.34618,1.34646,1.34586,1.34637,75,71,0
2026-01-01 22:15:00,1.34637,1.34647,1.34625,1.34636,38,41,0
2026-01-01 22:20:00,1.34636,1.34647,1.34635,1.34635,8,34,0
2026-01-01 22:25:00,1.34635,1.34672,1.34635,1.34657,160,19,0
2026-01-01 22:30:00,1.3465799999999999,1.3467500000000001,1.34652,1.3467500000000001,29,28,0
2026-01-01 22:35:00,1.3467500000000001,1.34683,1.34664,1.3468,148,15,0
2026-01-01 22:40:00,1.3468,1.3468,1.3465500000000001,1.3466,125,12,0
2026-01-01 22:45:00,1.3466,1.34667,1.34656,1.34662,152,10,0
2026-01-01 22:50:00,1.34662,1.34663,1.3465,1.34657,51,18,0
2026-01-01 22:55:00,1.34657,1.34664,1.3464,1.34652,118,26,0
2026-01-01 23:00:00,1.34652,1.34759,1.34652,1.3472,82,10,0
2026-01-01 23:05:00,1.3472,1.34734,1.34711,1.34726,59,9,0
2026-01-01 23:10:00,1.34726,1.34731,1.34703,1.34703,57,10,0
2026-01-01 23:15:00,1.34703,1.34718,1.34702,1.34707,375,6,0
2026-01-01 23:20:00,1.34707,1.34725,1.34706,1.34717,112,6,0
2026-01-01 23:25:00,1.34717,1.34735,1.34706,1.34714,73,3,0
2026-01-01 23:30:00,1.34714,1.34735,1.34714,1.34735,72,3,0
2026-01-01 23:35:00,1.34735,1.3473600000000001,1.34722,1.34726,50,3,0
2026-01-01 23:40:00,1.34726,1.34735,1.34718,1.34735,104,5,0
2026-01-01 23:45:00,1.34735,1.3473899999999999,1.34715,1.34717,73,4,0
2026-01-01 23:50:00,1.34717,1.34727,1.3471600000000001,1.34724,50,3,0
2026-01-01 23:55:00,1.34723,1.34738,1.34717,1.34737,53,4,0
2026-01-02 00:00:00,1.34737,1.34748,1.34734,1.3474599999999999,106,3,0
2026-01-02 00:05:00,1.3474599999999999,1.34759,1.34728,1.34758,115,3,0
2026-01-02 00:10:00,1.34758,1.34763,1.34749,1.34751,90,3,0
2026-01-02 00:15:00,1.34751,1.34751,1.34741,1.34747,119,3,0
2026-01-02 00:20:00,1.34747,1.34748,1.34718,1.34728,82,3,0
2026-01-02 00:25:00,1.34728,1.3473600000000001,1.34725,1.3473600000000001,55,4,0
2026-01-02 00:30:00,1.3473600000000001,1.34752,1.34735,1.3475,85,4,0
2026-01-02 00:35:00,1.3475,1.34771,1.3475,1.3476,154,3,0
2026-01-02 00:40:00,1.3476,1.34767,1.3475,1.34767,100,3,0
2026-01-02 00:45:00,1.34767,1.34782,1.3476,1.34778,158,3,0
2026-01-02 00:50:00,1.34778,1.34808,1.34778,1.34806,185,3,0
2026-01-02 00:55:00,1.34806,1.34825,1.34805,1.34815,211,3,0
2026-01-02 01:00:00,1.34815,1.3483100000000001,1.34812,1.34828,221,3,0
2026-01-02 01:05:00,1.34829,1.34851,1.34811,1.34826,247,3,0
2026-01-02 01:10:00,1.34826,1.34828,1.34816,1.34817,146,3,0
2026-01-02 01:15:00,1.34817,1.34827,1.34806,1.34819,145,3,0
2026-01-02 01:20:00,1.34819,1.34829,1.34809,1.34825,163,3,0
2026-01-02 01:25:00,1.34825,1.34842,1.34824,1.34837,81,3,0
2026-01-02 01:30:00,1.34837,1.34851,1.34828,1.3483100000000001,154,3,0
2026-01-02 01:35:00,1.3483100000000001,1.34842,1.34824,1.34825,108,3,0
2026-01-02 01:40:00,1.34825,1.3483800000000001,1.34825,1.34836,115,3,0
2026-01-02 01:45:00,1.3483800000000001,1.34857,1.34833,1.34857,104,3,0
2026-01-02 01:50:00,1.34857,1.34874,1.34854,1.34857,124,3,0
2026-01-02 01:55:00,1.34857,1.34875,1.34856,1.34874,114,3,0
2026-01-02 02:00:00,1.34874,1.349,1.34867,1.3489900000000001,95,3,0
2026-01-02 02:05:00,1.3489900000000001,1.34911,1.34886,1.34907,132,3,0
2026-01-02 02:10:00,1.34907,1.34909,1.34894,1.34904,83,3,0
2026-01-02 02:15:00,1.34904,1.34907,1.34886,1.3489499999999999,138,3,0
2026-01-02 02:20:00,1.3489499999999999,1.34896,1.34877,1.34893,139,3,0
2026-01-02 02:25:00,1.34893,1.34898,1.34884,1.34887,124,3,0
2026-01-02 02:30:00,1.34887,1.34887,1.34869,1.34874,148,3,0
2026-01-02 02:35:00,1.34874,1.34879,1.3486799999999999,1.3486799999999999,208,3,0
2026-01-02 02:40:00,1.3486799999999999,1.34876,1.34866,1.34876,82,3,0
2026-01-02 02:45:00,1.34876,1.34878,1.34869,1.34873,112,3,0
2026-01-02 02:50:00,1.34873,1.3488,1.34869,1.34871,87,3,0
2026-01-02 02:55:00,1.34871,1.34885,1.34871,1.34882,86,3,0
2026-01-02 03:00:00,1.34882,1.34897,1.34881,1.34894,107,3,0
2026-01-02 03:05:00,1.34894,1.34901,1.34878,1.34887,179,3,0
2026-01-02 03:10:00,1.34887,1.34888,1.34875,1.34886,100,3,0
2026-01-02 03:15:00,1.34886,1.34889,1.34866,1.3486799999999999,119,3,0
