time,Open,High,Low,Close,Volume,spread,Volume
2026-03-01 22:10:00,1.17634,1.1764999999999999,1.17632,1.17632,30,48,0
2026-03-01 22:15:00,1.17632,1.17632,1.17553,1.17553,104,42,0
2026-03-01 22:20:00,1.17553,1.17596,1.17553,1.17592,82,58,0
2026-03-01 22:25:00,1.1759,1.17612,1.17581,1.17583,35,56,0
2026-03-01 22:30:00,1.17581,1.17666,1.17581,1.17622,275,60,0
2026-03-01 22:35:00,1.17622,1.17631,1.176,1.17603,68,59,0
2026-03-01 22:40:00,1.17599,1.17702,1.1759,1.17676,105,52,0
2026-03-01 22:45:00,1.17676,1.17707,1.17672,1.17707,49,77,0
2026-03-01 22:50:00,1.17707,1.17749,1.17704,1.17747,30,67,0
2026-03-01 22:55:00,1.17747,1.17763,1.17732,1.17754,38,43,0
2026-03-01 23:00:00,1.17754,1.1779600000000001,1.17642,1.17786,351,2,0
2026-03-01 23:05:00,1.17786,1.17874,1.1778,1.17852,279,2,0
2026-03-01 23:10:00,1.17852,1.1786699999999999,1.17753,1.17774,409,2,0
2026-03-01 23:15:00,1.17774,1.17788,1.17714,1.17728,411,2,0
2026-03-01 23:20:00,1.17728,1.17737,1.17671,1.17686,416,2,0
2026-03-01 23:25:00,1.17686,1.1772,1.17605,1.17624,465,2,0
2026-03-01 23:30:00,1.17624,1.17662,1.17577,1.17631,522,2,0
2026-03-01 23:35:00,1.17631,1.17648,1.17586,1.1761300000000001,465,2,0
2026-03-01 23:40:00,1.1761300000000001,1.17664,1.17608,1.17664,393,2,0
2026-03-01 23:45:00,1.17664,1.1767400000000001,1.1758899999999999,1.17591,447,2,0
2026-03-01 23:50:00,1.17591,1.17615,1.17567,1.17598,381,2,0
2026-03-01 23:55:00,1.17597,1.17607,1.17581,1.17592,334,2,0
2026-03-02 00:00:00,1.17591,1.17618,1.1756,1.17594,418,2,0
2026-03-02 00:05:00,1.17594,1.17673,1.17576,1.17663,457,2,0
2026-03-02 00:10:00,1.17663,1.17709,1.17662,1.17702,290,2,0
2026-03-02 00:15:00,1.17702,1.17759,1.17692,1.17723,364,2,0
2026-03-02 00:20:00,1.17724,1.17749,1.17716,1.17737,350,2,0
2026-03-02 00:25:00,1.17737,1.17749,1.17676,1.17703,271,2,0
2026-03-02 00:30:00,1.17703,1.17713,1.17655,1.17655,319,2,0
2026-03-02 00:35:00,1.17655,1.17693,1.17634,1.17693,274,2,0
2026-03-02 00:40:00,1.17693,1.17714,1.17683,1.17708,135,2,0
2026-03-02 00:45:00,1.17708,1.17721,1.17681,1.17687,232,2,0
2026-03-02 00:50:00,1.17686,1.17698,1.17669,1.17689,318,2,0
2026-03-02 00:55:00,1.17688,1.1778,1.17676,1.17773,287,2,0
2026-03-02 01:00:00,1.17773,1.17816,1.17752,1.1778,595,2,0
2026-03-02 01:05:00,1.1778,1.17814,1.17761,1.1781,448,2,0
2026-03-02 01:10:00,1.1781,1.17893,1.17809,1.17876,342,2,0
2026-03-02 01:15:00,1.17876,1.17889,1.17825,1.17828,345,2,0
2026-03-02 01:20:00,1.17828,1.1785,1.1780599999999999,1.17813,347,2,0
2026-03-02 01:25:00,1.17813,1.1785,1.17808,1.17849,365,2,0
2026-03-02 01:30:00,1.17849,1.17924,1.1783299999999999,1.17923,382,2,0
2026-03-02 01:35:00,1.17923,1.17943,1.17915,1.17929,265,2,0
2026-03-02 01:40:00,1.17929,1.17938,1.1789399999999999,1.17907,268,2,0
2026-03-02 01:45:00,1.17907,1.17921,1.17883,1.17906,334,2,0
2026-03-02 01:50:00,1.17907,1.17924,1.17879,1.17898,215,2,0
2026-03-02 01:55:00,1.17898,1.17926,1.17896,1.17919,239,2,0
2026-03-02 02:00:00,1.17919,1.17933,1.17883,1.17907,261,2,0
2026-03-02 02:05:00,1.17907,1.17908,1.17851,1.17866,340,2,0
2026-03-02 02:10:00,1.17866,1.1786699999999999,1.17843,1.17853,211,2,0
2026-03-02 02:15:00,1.17853,1.17856,1.17816,1.17817,257,2,0
2026-03-02 02:20:00,1.17817,1.17842,1.1781,1.17828,185,2,0
2026-03-02 02:25:00,1.17828,1.1784,1.17821,1.17834,166,2,0
2026-03-02 02:30:00,1.17834,1.17855,1.17831,1.17852,226,2,0
2026-03-02 02:35:00,1.17852,1.17877,1.1784,1.17874,224,2,0
2026-03-02 02:40:00,1.17874,1.17888,1.1786,1.1786,161,2,0
2026-03-02 02:45:00,1.1786,1.17877,1.17847,1.17847,116,2,0
2026-03-02 02:50:00,1.17847,1.17878,1.17847,1.17878,132,2,0
2026-03-02 02:55:00,1.17878,1.17892,1.17864,1.17887,142,2,0
2026-03-02 03:00:00,1.17887,1.17916,1.17884,1.17914,119,2,0
2026-03-02 03:05:00,1.17914,1.17941,1.17906,1.17907,131,2,0
2026-03-02 03:10:00,1.17907,1.17916,1.17897,1.17907,136,2,0
2026-03-02 03:15:00,1.17907,1.1791800000000001,1.17903,1.17917,93,2,0
