time,Open,High,Low,Close,Volume,spread,Volume
2026-03-29 23:00:00,741.86,746.21,740.99,745.89,296,21,0
2026-03-29 23:10:00,745.76,747.6,743.51,744.56,291,21,0
2026-03-29 23:20:00,744.48,748.22,743.36,747.4,297,21,0
2026-03-29 23:30:00,747.05,747.59,739.96,741.14,292,21,0
2026-03-29 23:40:00,741.24,743.01,738.34,741.93,291,21,0
2026-03-29 23:50:00,741.74,744.2,739.1,744.12,292,21,0
2026-03-30 00:00:00,744.15,745.61,741.49,742.71,297,21,0
2026-03-30 00:10:00,742.48,744.32,739.45,740.76,290,21,0
2026-03-30 00:20:00,741.03,745.55,739.91,742.14,295,21,0
2026-03-30 00:30:00,742.29,743.05,738.88,740.62,292,21,0
2026-03-30 00:40:00,740.71,742.63,736.99,738.42,293,21,0
2026-03-30 00:50:00,738.43,742.05,736.59,741.8,291,21,0
2026-03-30 01:00:00,741.46,747.26,740.01,747.23,297,21,0
2026-03-30 01:10:00,747.58,748.02,742.66,742.97,291,21,0
2026-03-30 01:20:00,742.95,747.16,741.5,746.36,296,21,0
2026-03-30 01:30:00,746.62,749.52,745.9,747.59,290,21,0
2026-03-30 01:40:00,747.44,750.52,747.09,749.56,292,21,0
2026-03-30 01:50:00,749.84,750.88,747.42,747.42,294,21,0
2026-03-30 02:00:00,747.44,749.84,746.08,747.61,295,21,0
2026-03-30 02:10:00,747.45,747.55,742.03,742.65,294,21,0
2026-03-30 02:20:00,742.6,746.59,742.1,745.98,294,21,0
2026-03-30 02:30:00,745.91,749.44,744.48,746.12,293,21,0
2026-03-30 02:40:00,746.2,750.76,746.2,747.41,297,21,0
2026-03-30 02:50:00,747.62,748.08,739.99,739.99,293,21,0
2026-03-30 03:00:00,739.8,740.69,733.22,734.74,291,21,0
2026-03-30 03:10:00,734.5,736.92,732.01,732.72,294,21,0
2026-03-30 03:20:00,732.7,734.22,729.87,733.33,297,21,0
2026-03-30 03:30:00,733.29,733.63,726.88,729.41,293,21,0
2026-03-30 03:40:00,729.85,733.7,729.79,732.91,297,21,0
2026-03-30 03:50:00,733.13,736.61,732.58,733.31,295,23,0
2026-03-30 04:00:00,733.12,734.93,729.83,730.31,295,23,0
2026-03-30 04:10:00,730.34,730.86,726.29,727.55,295,23,0
2026-03-30 04:20:00,727.43,727.92,725.31,726.78,295,23,0
2026-03-30 04:30:00,726.87,730.22,724.93,728.03,297,23,0
2026-03-30 04:40:00,728.05,733.19,726.75,731.27,292,23,0
2026-03-30 04:50:00,731.44,735.4,731.0,734.36,293,23,0
2026-03-30 05:00:00,734.32,734.41,728.96,729.88,296,23,0
2026-03-30 05:10:00,729.89,735.5,729.57,735.23,294,23,0
2026-03-30 05:20:00,735.22,736.68,733.63,734.08,290,23,0
2026-03-30 05:30:00,734.08,734.7,730.77,730.77,293,23,0
2026-03-30 05:40:00,730.9,731.58,726.83,727.39,298,23,0
2026-03-30 05:50:00,727.51,729.48,725.52,725.76,294,23,0
2026-03-30 06:00:00,725.97,727.22,721.73,722.78,293,23,0
2026-03-30 06:10:00,722.26,726.48,721.98,724.59,292,23,0
2026-03-30 06:20:00,724.59,731.54,723.71,731.21,293,23,0
2026-03-30 06:30:00,731.21,736.88,730.36,735.63,295,23,0
2026-03-30 06:40:00,735.45,735.45,726.65,727.06,290,23,0
2026-03-30 06:50:00,727.13,727.57,721.84,721.97,291,23,0
2026-03-30 07:00:00,721.72,723.84,720.42,723.22,294,23,0
2026-03-30 07:10:00,723.45,724.68,718.31,718.54,293,23,0
2026-03-30 07:20:00,718.48,719.04,716.48,717.68,294,23,0
2026-03-30 07:30:00,717.78,719.17,717.17,717.3,292,23,0
2026-03-30 07:40:00,717.21,721.67,716.44,721.37,291,23,0
2026-03-30 07:50:00,721.4,723.2,718.58,718.58,295,23,0
2026-03-30 08:00:00,718.76,719.39,716.28,718.32,293,23,0
2026-03-30 08:10:00,717.84,723.19,716.33,722.69,296,23,0
2026-03-30 08:20:00,722.45,722.99,719.44,719.6,294,23,0
2026-03-30 08:30:00,719.47,725.28,718.71,723.75,297,23,0
2026-03-30 08:40:00,723.8,726.0,721.38,721.46,295,23,0
2026-03-30 08:50:00,721.51,723.27,720.85,722.67,295,23,0
2026-03-30 09:00:00,722.69,722.93,717.78,721.68,296,23,0
2026-03-30 09:10:00,722.14,722.23,718.24,720.12,295,23,0
2026-03-30 09:20:00,720.06,720.97,718.59,719.0,297,23,0
2026-03-30 09:30:00,719.17,723.16,718.86,721.53,292,23,0
2026-03-30 09:40:00,721.55,723.68,719.42,720.37,296,23,0
2026-03-30 09:50:00,720.49,721.16,716.7,717.03,289,23,0
2026-03-30 10:00:00,717.17,718.49,714.94,717.15,296,23,0
2026-03-30 10:10:00,717.16,718.34,714.23,717.96,295,23,0
2026-03-30 10:20:00,718.02,718.1,712.21,712.57,293,23,0
2026-03-30 10:30:00,712.63,713.93,709.79,711.24,293,23,0
2026-03-30 10:40:00,711.19,711.47,707.66,709.1,291,23,0
2026-03-30 10:50:00,708.99,713.59,708.11,708.59,291,23,0
2026-03-30 11:00:00,708.75,712.99,707.94,711.05,294,23,0
2026-03-30 11:10:00,710.96,715.81,710.64,714.72,289,23,0
2026-03-30 11:20:00,714.59,715.55,711.83,714.61,294,23,0
2026-03-30 11:30:00,714.44,714.63,710.9,712.36,295,23,0
2026-03-30 11:40:00,712.3,712.75,708.43,710.03,291,23,0
2026-03-30 11:50:00,710.13,711.9,704.41,706.44,296,23,0
2026-03-30 12:00:00,706.44,712.59,705.47,710.23,299,23,0
2026-03-30 12:10:00,710.25,711.83,707.41,707.53,295,23,0
2026-03-30 12:20:00,707.39,707.96,703.63,704.09,293,23,0
2026-03-30 12:30:00,704.12,705.64,701.4,701.42,293,23,0
2026-03-30 12:40:00,701.45,706.27,700.89,704.69,295,23,0
2026-03-30 12:50:00,704.78,706.51,702.01,702.83,292,23,0
2026-03-30 13:00:00,703.13,707.2,702.74,702.85,292,23,0
